B01001_001E,B19013_001E,B19001_001E,B25003_003E,B25070_007E,B25070_008E,B25070_009E,B25070_010E,B03002_001E,B03002_003E,B03002_004E,B03002_006E,B03002_012E,B11001_001E,B11001_002E,B11001_007E,B15003_001E,B15003_016E,B15003_017E,B15003_018E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B20002_002E,B20002_003E,B23025_001E,B23025_002E,B23025_005E,B18101_001E,B18101_002E,B17001_001E,B17001_002E,state,county,tract
1989,114292,571,137,0,21,0,0,1989,30,1833,0,33,571,524,47,1269,31,276,98,168,199,96,0,34,51250,53393,1570,955,67,1989,1047,1989,86,36,047,098400
2486,98750,1024,587,0,21,66,105,2486,132,1832,62,192,1024,687,337,1916,75,313,90,197,479,159,21,35,61761,49258,2080,1309,55,2486,1075,2486,194,36,047,098600
2926,78892,1040,558,31,0,130,62,2926,78,2474,136,128,1040,691,349,2291,50,827,137,157,257,115,0,0,40586,48250,2498,1285,164,2587,1237,2587,122,36,047,098800
1484,91848,464,206,0,46,54,78,1484,7,1266,67,90,464,348,116,1091,27,197,69,151,236,49,0,21,63438,43750,1235,842,72,1481,759,1481,92,36,047,099000
1805,90897,718,167,0,4,0,47,1805,68,1383,107,106,718,518,200,1412,54,315,116,115,235,80,91,26,53526,50333,1630,824,33,1805,753,1805,325,36,047,099200
1860,92730,581,203,14,9,4,36,1860,85,1566,39,101,581,506,75,1229,31,433,54,62,232,53,19,0,29449,51429,1461,884,40,1860,901,1860,328,36,047,099400
3508,83462,1168,492,28,30,81,38,3508,134,2591,87,561,1168,876,292,2516,34,534,168,155,506,215,0,40,56982,57500,2759,1706,187,3508,1756,3508,179,36,047,099600
3834,99609,1406,772,48,36,24,215,3834,150,3416,20,128,1406,979,427,2729,19,573,123,319,640,306,54,16,64265,46129,3030,2042,161,3834,1650,3834,216,36,047,099800
2797,80772,917,362,30,0,94,81,2797,81,2389,37,127,917,662,255,1953,33,498,64,213,482,176,0,17,-666666666,47614,2243,1406,134,2797,1220,2797,217,36,047,100400
2533,108088,926,292,0,31,6,76,2533,76,2103,52,98,926,670,256,1846,32,402,114,271,554,123,27,0,60208,55102,2201,1344,87,2533,1268,2533,267,36,047,100600
2202,87800,694,301,0,0,47,64,2202,183,1785,31,135,694,528,166,1633,64,393,129,125,242,161,39,15,36847,50805,1852,1034,65,2175,1110,2197,235,36,047,100800
2860,69700,868,478,0,55,43,192,2860,178,2262,102,230,868,644,224,1853,113,381,50,143,341,172,23,0,31445,46813,2398,1297,159,2860,1273,2848,566,36,047,101000
2176,101953,839,334,30,49,0,70,2176,48,1682,136,42,839,572,267,1648,8,403,30,146,358,203,41,19,62545,47239,1869,1303,104,2176,1053,2152,115,36,047,101200
2057,74219,833,355,40,17,0,106,2057,31,1839,51,96,833,463,370,1378,56,284,79,163,431,95,26,0,53047,68879,1601,1013,58,2057,970,2057,200,36,047,101400
1768,173292,521,82,12,0,0,26,1768,53,1456,0,59,521,427,94,1308,2,225,127,114,427,116,43,8,90859,83550,1394,952,107,1765,933,1765,30,36,047,101600
1667,97845,725,139,8,0,0,75,1667,58,1394,8,69,725,408,317,1288,22,182,39,201,388,166,15,7,61581,66493,1606,868,47,1667,867,1667,68,36,047,101800
2137,120682,692,270,0,3,0,44,2137,179,1675,90,56,692,586,106,1660,28,299,73,149,581,122,58,0,69306,50321,1818,1358,42,2137,1017,2137,90,36,047,102000
2234,88654,722,361,93,31,12,51,2234,369,1512,114,150,722,566,156,1433,29,374,86,71,250,138,1,9,63317,45500,1631,1114,72,2234,972,2234,85,36,047,102200
1873,79087,581,194,8,37,27,41,1873,192,1431,63,61,581,401,180,1206,0,322,69,190,272,97,23,16,51635,46914,1404,856,44,1873,1025,1873,319,36,047,102400
2957,87145,967,391,93,12,17,115,2957,135,2209,95,38,967,810,157,2131,62,550,79,220,462,159,38,0,49265,46189,2433,1250,72,2957,1398,2944,404,36,047,102600
1315,75875,527,167,0,12,0,50,1315,4,1056,175,28,527,275,252,1018,11,287,62,142,216,71,2,3,75521,48913,1158,658,59,1309,570,1309,207,36,047,102801
0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,36,047,102802
4190,17963,1725,1725,166,30,112,482,4190,104,3183,0,842,1725,1123,602,2268,29,815,241,225,173,79,0,0,36436,35688,2883,1173,66,4190,1643,4190,1920,36,047,103401
0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,36,047,103402
6050,20899,3493,3476,583,455,227,693,6050,1377,3325,79,893,3493,1423,2070,4857,159,1188,994,420,731,343,0,15,40368,36034,5452,1939,100,5976,2411,6030,2134,36,047,105801
6145,44059,3017,2960,472,141,156,481,6145,926,3548,399,1043,3017,1624,1393,4778,108,1181,581,609,597,442,33,0,60337,40357,5283,2588,397,6006,2340,6006,1239,36,047,105804
3852,53108,1810,1259,91,129,192,369,3852,48,2281,0,1112,1810,990,820,2453,47,482,364,332,328,179,0,0,62806,48491,2830,1873,66,3852,1486,3850,568,36,047,107001
0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,36,047,107002
0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,36,047,107003
4067,82540,1726,542,39,23,0,110,4067,26,3229,6,534,1726,948,778,3090,47,727,240,285,694,259,55,19,42586,62192,3626,2163,87,4042,1682,4042,361,36,047,107800
2515,74673,703,519,28,60,60,120,2515,54,1876,128,201,703,523,180,1656,55,521,100,144,213,114,0,37,42227,53405,1985,1205,142,2515,1073,2432,514,36,047,109800
4571,75833,1692,1017,94,26,70,300,4571,30,2947,0,976,1692,1167,525,3085,32,1048,167,477,332,224,0,0,47190,36703,3719,2221,114,4571,2518,4571,829,36,047,110400
4583,30198,1971,1971,279,109,197,501,4583,52,3678,0,782,1971,1257,714,2902,213,1300,216,312,190,0,0,0,35786,39511,3425,1500,384,4583,1967,4583,1790,36,047,110600
2856,31218,1417,1417,143,79,34,266,2856,4,2005,20,803,1417,845,572,1995,156,608,119,87,160,58,0,0,23250,34079,2282,1153,268,2856,1087,2856,823,36,047,111000
3674,71593,1123,837,51,104,21,122,3674,48,2722,0,841,1123,902,221,2508,174,1102,256,80,169,224,0,0,55221,40434,2924,1664,174,3408,1475,3387,510,36,047,111600
4004,82773,1268,907,9,289,39,302,4004,24,1904,615,1186,1268,1048,220,2369,81,1179,145,22,483,40,0,12,45313,46094,2895,1549,143,4004,2110,4004,623,36,047,111800
3266,67396,1168,732,95,0,31,315,3266,7,2230,51,751,1168,875,293,2325,51,1129,108,137,252,80,0,23,54214,29219,2465,1602,218,3266,1498,3266,619,36,047,112000
3101,28888,1465,1111,47,73,0,352,3101,48,1915,143,813,1465,652,813,2239,93,704,270,130,88,157,20,0,65274,-666666666,2559,1282,261,3101,1442,3051,1253,36,047,112200
3290,49422,1205,1027,113,0,27,459,3290,43,2725,21,388,1205,435,770,2206,213,778,341,40,86,101,0,0,53102,38551,2514,1635,87,3290,1434,3209,931,36,047,112400
4607,73493,1765,1373,176,0,51,303,4607,0,3581,0,867,1765,866,899,3165,97,1032,179,278,658,113,12,62,39866,48750,3668,2326,213,4607,2281,4459,1218,36,047,112600
4183,54484,1566,1010,72,176,152,213,4183,92,2815,37,1124,1566,879,687,2739,82,989,335,375,248,55,0,0,50110,45925,3376,2070,332,4183,2077,4183,1448,36,047,112800
4303,58547,1654,1228,55,46,182,253,4303,23,3095,36,955,1654,1030,624,2887,92,825,137,243,345,198,59,0,61344,41758,3354,1938,263,4303,1559,4260,746,36,047,113000
2552,49306,954,629,49,0,51,276,2552,128,1844,18,361,954,560,394,1701,46,404,132,197,185,87,18,23,58648,38163,1916,1282,66,2552,822,2552,535,36,047,113200
2702,26745,1044,977,133,44,67,282,2702,31,1795,0,804,1044,669,375,1715,13,440,159,158,104,94,0,0,24712,24286,1939,956,101,2702,1109,2687,1080,36,047,113400
1478,41196,694,293,23,0,0,150,1478,95,592,59,703,694,313,381,1066,93,340,71,7,97,89,0,12,67656,41951,1288,813,186,1465,893,1478,99,36,047,114201
2546,63049,982,778,90,63,40,215,2546,91,683,0,1722,982,624,358,1623,12,576,54,137,86,113,0,9,55526,29598,1912,1056,21,2521,1296,2546,751,36,047,114202
2637,75444,797,612,67,71,14,252,2637,42,1590,44,872,797,663,134,1848,17,672,119,138,275,52,18,0,70500,32849,2184,1005,120,2637,1247,2637,1120,36,047,114400
3052,72438,819,592,51,23,42,280,3052,81,453,123,2230,819,571,248,2092,46,750,72,222,220,35,37,0,54318,39847,2298,1438,63,3052,1466,3052,377,36,047,114600
2937,68944,949,563,21,0,49,174,2937,83,1676,74,1073,949,602,347,1804,192,291,64,320,202,21,27,30,45323,33493,2225,1415,79,2937,1273,2897,493,36,047,115000
2877,-666666666,1032,822,217,23,90,282,2877,23,1336,9,1065,1032,542,490,1934,24,394,38,113,385,74,50,9,61991,58323,2430,1202,151,2877,1356,2877,1114,36,047,115200
4106,21238,1814,1607,40,168,46,453,4106,3,2693,1,1409,1814,1202,612,2616,107,893,216,347,57,65,0,0,27683,27451,3297,1541,86,4102,1501,4065,1802,36,047,115600
2528,75764,859,474,18,6,0,204,2528,38,1383,38,701,859,645,214,1695,67,397,154,201,163,49,20,0,50000,35038,2023,1067,107,2528,1093,2528,443,36,047,115800
2566,73244,961,585,0,14,52,192,2566,155,1128,11,883,961,622,339,1729,2,546,66,106,290,63,0,0,34426,34464,2098,1464,184,2566,1170,2536,528,36,047,116000
2538,64100,940,527,12,197,41,98,2538,0,1777,37,356,940,537,403,1795,59,742,80,148,234,95,0,22,54258,45048,1969,1231,185,2538,1129,2538,810,36,047,116200
3745,80125,1215,669,40,30,47,136,3745,83,2344,303,832,1215,911,304,2425,24,996,73,98,373,99,10,171,51968,41852,2820,1587,45,3745,1767,3684,377,36,047,116400
3172,41086,1187,934,0,84,92,394,3172,49,1321,255,1302,1187,832,355,2117,178,1017,73,157,147,10,0,0,38674,33950,2394,1314,14,3172,1249,3160,670,36,047,116600
2603,83841,732,506,21,31,78,69,2603,19,588,126,1402,732,609,123,1668,18,894,108,50,158,66,0,0,41964,40398,1990,1315,58,2603,1108,2603,361,36,047,116800
1878,-666666666,733,612,10,0,9,235,1878,29,136,0,1713,733,460,273,1361,0,549,30,45,41,128,0,0,44886,32896,1569,749,55,1878,739,1878,730,36,047,117000
2004,70179,727,364,0,38,12,147,2004,79,538,78,1309,727,513,214,1322,24,396,72,97,274,88,0,0,62292,43259,1588,958,34,2004,910,1994,434,36,047,117201
4640,77401,1495,903,63,73,0,329,4640,30,1014,101,3144,1495,1045,450,3265,83,1106,229,188,295,117,58,50,46516,50536,3809,2231,100,4640,2316,4624,712,36,047,117202
3716,47444,1301,942,67,0,109,150,3716,319,551,42,2679,1301,912,389,2630,17,1165,24,133,348,110,0,0,35594,34950,3077,1871,137,3716,1659,3716,657,36,047,117400
2815,67222,952,669,97,14,52,201,2815,89,444,53,2154,952,701,251,2150,52,850,177,204,132,134,0,11,57647,39375,2370,1452,104,2810,1450,2807,332,36,047,117601
3076,59071,1051,608,0,13,48,276,3076,314,237,189,2171,1051,728,323,2241,35,844,74,138,394,10,0,0,48393,32059,2604,1408,172,3076,1592,3036,601,36,047,117602
1703,52750,586,366,30,0,32,134,1703,26,218,299,1048,586,439,147,1246,119,410,35,11,106,0,0,0,24840,21216,1472,743,96,1689,933,1689,62,36,047,117800
0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,36,047,118000
3561,91167,1016,857,64,0,86,149,3561,69,599,245,2603,1016,819,197,2154,29,837,18,102,469,40,0,0,48417,38990,2570,1634,110,3561,1786,3561,519,36,047,118201
3119,88140,1002,658,29,0,46,174,3119,308,240,23,2536,1002,782,220,1980,106,957,40,89,167,42,0,0,45833,37403,2386,1423,46,3119,1456,3119,688,36,047,118202
4880,65766,1607,1169,153,135,71,432,4880,203,617,198,3596,1607,1192,415,3465,192,1509,105,194,315,203,0,0,41351,29886,4055,2385,132,4880,2537,4880,767,36,047,118400
3740,83125,809,474,104,83,14,75,3740,134,730,1248,1452,809,640,169,2480,425,868,216,120,282,69,9,10,36523,27713,2932,1604,29,3740,2044,3656,254,36,047,118600
5288,60197,1225,935,138,31,61,280,5288,181,1448,2090,1273,1225,950,275,3279,142,1377,235,118,315,113,47,0,40079,34327,4090,2525,196,5288,2665,5232,971,36,047,118800
1877,46979,752,567,55,48,56,286,1877,36,444,235,990,752,399,353,1218,92,407,31,96,234,18,0,0,41500,21946,1494,677,39,1852,871,1874,574,36,047,119000
3649,88705,1207,802,82,61,3,285,3649,87,1121,115,1798,1207,839,368,2235,146,1055,149,60,271,71,0,18,61549,36569,2632,1494,40,3649,1637,3649,651,36,047,119200
5402,71801,1485,980,53,42,208,270,5402,17,3037,888,1227,1485,1075,410,3568,115,1419,133,347,564,162,0,0,43339,34388,3963,2456,397,5402,3180,5402,1627,36,047,119400
6608,54177,2138,1859,203,161,335,459,6608,78,2503,1640,1511,2138,1484,654,4212,291,1783,250,183,387,107,31,0,39757,22110,5184,2953,70,6600,3613,6588,1690,36,047,119600
4170,46391,1211,938,51,41,128,188,4170,144,678,32,3296,1211,980,231,2919,138,1004,84,87,160,28,27,0,35104,31824,3215,1657,68,3870,2047,3931,1223,36,047,119800
2735,47656,973,681,28,40,65,344,2735,50,1100,1004,359,973,458,515,1795,70,942,140,63,197,117,0,0,29522,44496,2113,1314,94,2735,1357,2577,495,36,047,120000
2013,119522,509,211,40,0,39,57,2013,206,327,662,542,509,466,43,1312,87,496,121,60,138,123,8,0,57635,38029,1612,926,127,2013,1016,1973,165,36,047,120200
4520,58869,1400,676,51,81,60,119,4520,78,2934,656,583,1400,1068,332,3139,121,1114,218,286,488,404,13,0,39773,38668,3607,1845,27,4520,1938,4509,553,36,047,120801
4569,33662,1691,1664,183,120,202,590,4569,0,3954,0,615,1691,1031,660,2481,85,994,111,296,236,59,0,0,41046,31155,2855,1783,106,4569,2056,4569,1491,36,047,120802
1583,49702,581,410,0,0,0,120,1583,257,868,12,414,581,348,233,1192,34,646,36,31,151,22,11,0,38523,49978,1401,721,15,1366,617,1366,217,36,047,120803
4050,21985,1625,1625,198,160,21,400,4050,0,2084,17,1949,1625,1186,439,2216,17,1001,135,172,17,48,0,0,31799,34492,2834,1495,350,4050,1162,4050,1806,36,047,121000
4747,37626,1602,1602,190,28,80,253,4747,12,2740,5,1810,1602,1128,474,2686,48,1053,104,272,246,13,0,21,51121,29528,3307,1768,37,4747,2370,4747,1623,36,047,121400
7587,70268,2484,2009,123,43,169,411,7587,0,6939,230,336,2484,1938,546,4465,49,2946,182,257,194,269,0,0,48095,34679,5099,3324,230,7552,3634,7587,1357,36,047,122000
9320,52649,1406,921,17,45,100,685,9320,8759,176,19,297,1406,1319,87,2654,443,966,110,34,164,131,0,0,42161,22134,3919,1988,122,9320,5128,9320,4028,36,047,123700
2807,126364,1072,472,41,0,50,143,2807,2303,112,90,275,1072,756,316,1910,15,287,10,86,680,366,98,147,90329,77757,1985,1434,29,2807,1441,2807,107,36,047,150200
3064,214297,1395,355,39,36,10,61,3064,1520,371,747,220,1395,1085,310,2365,0,143,51,75,768,393,637,120,-666666666,88901,2555,1924,77,3064,1605,3063,97,36,047,152200
0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,36,047,990100
0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,36,061,000100
2568,38657,823,823,75,75,162,179,2568,171,359,486,1487,823,531,292,1328,97,160,122,101,160,49,0,0,44946,40868,1541,756,114,2521,1451,2521,1337,36,061,000201
6934,40182,3191,2250,432,101,72,528,6934,1748,1012,1566,2506,3191,1505,1686,5399,275,712,313,372,1159,707,52,59,38368,39609,5817,2837,282,6922,3393,6910,1724,36,061,000202
0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,36,061,000500
10179,34473,5243,4967,1055,217,71,1260,10179,1135,681,5023,2978,5243,2282,2961,8511,664,1553,602,123,1521,634,0,0,37463,35938,9309,4472,454,9982,5642,9982,3660,36,061,000600
9008,197058,5117,4319,452,146,344,709,9008,6113,380,1228,862,5117,1321,3796,7223,0,292,131,35,3722,1397,868,127,151420,94812,8268,7837,429,9008,4539,9008,376,36,061,000700
8889,33953,4324,4209,245,63,304,1746,8889,1073,45,7154,386,4324,2558,1766,7628,774,733,633,358,1827,159,119,0,29940,30345,8009,4512,580,8889,4800,8887,2301,36,061,000800
1860,222237,872,674,132,24,21,109,1860,1148,177,271,197,872,368,504,1540,8,27,11,31,796,442,105,27,177115,122813,1618,1371,9,1860,1141,1845,167,36,061,000900
1720,130417,796,172,23,0,15,20,1720,1106,53,166,255,796,475,321,1315,0,105,36,66,539,327,53,43,92279,90917,1453,981,47,1720,829,1720,55,36,061,001001
6098,24350,2448,2448,447,47,229,532,6098,156,1283,1028,3442,2448,1280,1168,3979,195,764,358,123,312,104,4,59,28021,25238,4925,2161,191,6098,2778,6077,2829,36,061,001002
4364,105938,1944,788,103,29,89,141,4364,2212,99,800,1112,1944,1230,714,3287,170,336,121,113,1033,705,157,28,72500,58333,3661,2099,124,4315,2244,4315,696,36,061,001200
5371,193984,2915,2439,95,158,202,650,5371,3339,367,1269,143,2915,937,1978,4279,0,163,0,75,1821,1021,725,154,118103,101583,5005,3988,118,5371,2474,5371,581,36,061,001300
3395,94076,1761,421,35,0,9,91,3395,2371,65,258,370,1761,884,877,2778,23,387,11,278,930,646,52,92,80682,62500,3075,1647,76,3346,1849,3346,138,36,061,001401
3449,50347,1807,1647,206,192,87,264,3449,1008,249,1166,813,1807,704,1103,2917,90,259,52,158,1014,103,171,86,86585,71103,3217,2110,134,3449,1516,3448,1111,36,061,001402
7777,123750,3398,1451,115,88,130,278,7777,4276,458,2082,288,3398,1694,1704,5601,128,556,52,353,1681,1475,168,69,151471,63443,6544,4093,241,7768,2808,7155,497,36,061,001501
8485,182348,4054,3617,224,201,254,829,8485,4914,511,1734,760,4054,919,3135,5780,0,247,1,108,3466,1063,466,141,106145,89598,7854,6862,179,8481,4118,7686,561,36,061,001502
7040,-666666666,3385,2480,137,260,282,535,7040,1839,160,4700,74,3385,1878,1507,6008,301,612,78,155,1789,626,145,17,82979,64722,6246,3690,407,7040,3435,7023,765,36,061,001600
6702,79973,2979,2642,126,230,244,518,6702,2280,410,2921,905,2979,913,2066,5477,120,461,75,136,2252,393,108,56,59476,64583,6449,4033,271,6612,3371,6341,917,36,061,001800
4793,24655,2022,2022,393,154,140,273,4793,55,959,869,2729,2022,1177,845,3341,184,895,153,264,154,34,0,10,40553,35192,3772,1406,263,4793,2123,4793,1788,36,061,002000
7944,250001,3382,1942,341,41,108,277,7944,4903,571,1132,851,3382,1687,1695,5548,21,146,65,22,2781,1521,674,90,225984,95887,6285,5123,68,7944,3309,7944,141,36,061,002100
6437,38594,3011,2677,332,136,272,697,6437,1755,1453,977,1983,3011,1353,1658,4550,56,1062,221,214,968,454,39,87,62500,38233,5554,2892,284,6417,2978,6417,1677,36,061,002201
2407,137313,995,871,99,34,73,106,2407,1354,195,304,519,995,207,788,1893,10,204,11,118,739,425,39,17,117614,79575,2264,1739,38,2400,1312,2398,342,36,061,002202
4019,20876,1776,1776,285,132,56,419,4019,147,872,699,2249,1776,857,919,2800,251,670,206,138,397,65,0,4,22500,34761,3242,1131,132,4019,1833,4019,1811,36,061,002400
5070,23737,1920,1920,311,149,167,211,5070,76,1350,1620,1742,1920,1128,792,3511,438,394,242,184,251,75,16,54,28125,27398,4136,1510,146,5070,2105,5052,2350,36,061,002500
4329,32837,1916,1791,132,116,147,601,4329,962,751,647,1860,1916,795,1121,3526,135,485,334,245,533,127,30,274,57989,37024,3786,1690,150,4329,2334,4329,1419,36,061,002601
3431,73899,1907,1467,113,87,63,366,3431,1918,168,516,553,1907,482,1425,2972,36,306,91,219,976,545,73,150,64258,90116,3337,2147,68,3431,1787,3405,543,36,061,002602
1191,135000,636,140,6,0,17,57,1191,287,1,851,5,636,394,242,1068,78,128,0,39,413,154,33,25,75592,59306,1106,471,30,1183,627,1183,113,36,061,002700
6234,75100,3108,2627,285,77,227,465,6234,2088,526,900,2232,3108,1183,1925,5205,67,582,29,146,2128,457,155,241,72021,65924,5598,3651,203,6223,3011,6211,1194,36,061,002800
789,11612,79,79,4,34,15,15,789,92,259,85,342,79,26,53,728,30,190,80,85,1,0,0,1,-666666666,-666666666,789,18,16,113,32,113,87,36,061,002901
3832,-666666666,1893,1631,49,89,95,432,3832,450,0,3204,47,1893,938,955,3505,301,236,31,31,1213,281,79,20,51952,31419,3604,1757,127,3832,1766,3831,1108,36,061,002902
4073,102883,2247,2035,220,46,152,500,4073,2053,449,473,998,2247,509,1738,3207,107,290,35,52,1475,394,169,37,89167,61475,3803,2921,13,4073,1879,4073,656,36,061,003001
2964,70346,1745,1627,130,125,84,310,2964,1323,277,639,661,1745,499,1246,2414,75,177,117,128,773,464,45,39,94706,86053,2722,1759,108,2964,1232,2964,824,36,061,003002
2770,225694,769,593,80,30,19,87,2770,1180,321,758,479,769,224,545,1358,42,185,5,11,579,254,99,26,-666666666,20688,2630,1681,89,2770,1455,1582,211,36,061,003100
7740,92434,4625,3643,299,551,253,576,7740,5601,117,754,744,4625,1160,3465,6733,0,421,130,240,3838,1179,44,36,90822,88542,7324,4790,328,7740,3993,7740,1120,36,061,003200
5574,250001,2606,1497,149,42,87,194,5574,4119,126,478,282,2606,1511,1095,4420,50,58,0,33,2634,846,445,204,225572,110660,4599,3641,92,5574,2776,5574,119,36,061,003300
6474,112030,3958,3541,419,164,263,427,6474,4295,242,675,984,3958,859,3099,5203,1,307,70,159,2216,1505,31,300,90821,73824,6143,5006,121,6474,3005,6474,1075,36,061,003400
2935,49869,1449,1189,39,128,58,342,2935,886,158,669,1046,1449,621,828,2493,55,240,119,79,723,224,57,47,58684,56354,2723,1520,82,2905,1424,2935,512,36,061,003601
3461,136607,1523,1299,182,52,77,307,3461,2130,330,418,498,1523,472,1051,2650,39,281,84,119,1029,405,54,25,78750,68571,3226,2138,208,3438,2154,3130,848,36,061,003602
3528,250001,1908,1239,92,0,74,148,3528,2236,204,617,303,1908,977,931,2924,0,50,0,45,1661,636,251,151,146406,119191,3094,2475,24,3528,1448,3528,123,36,061,003700
7393,78526,4564,4149,310,349,440,785,7393,4551,192,1314,1111,4564,530,4034,5785,0,166,30,229,2516,713,622,352,98162,59923,7246,5185,229,7368,3853,7147,1377,36,061,003800
6180,184604,2831,1511,139,77,145,312,6180,3340,144,1672,823,2831,1810,1021,4831,5,752,0,54,2114,934,456,32,188594,83920,5217,3360,105,6180,3101,6166,748,36,061,003900
3615,153701,1971,1755,14,266,96,383,3615,2559,45,549,346,1971,570,1401,2636,0,212,0,78,1388,408,182,79,110161,75898,3521,2743,92,3536,1960,3440,324,36,061,004001
6250,154390,2049,1687,21,27,95,512,6250,3579,411,1076,782,2049,368,1681,3894,22,271,0,32,2071,499,248,278,137714,62895,5977,3863,102,6250,2639,4717,1083,36,061,004002
6815,96461,3247,3074,289,263,333,600,6815,3413,144,2688,390,3247,1151,2096,5312,101,348,172,121,2084,601,638,37,90392,66875,6234,4014,244,6815,2973,6434,904,36,061,004100
5302,166447,1532,902,28,45,39,332,5302,2686,342,1325,681,1532,420,1112,2098,48,51,65,32,838,533,207,140,22955,11699,5095,2989,194,5295,2268,2401,342,36,061,004200
3590,93816,2498,2203,205,110,200,562,3590,2095,56,467,765,2498,436,2062,2814,21,135,88,107,1326,501,239,16,107644,71759,3430,2503,80,3590,1657,3590,627,36,061,004300
16684,150697,8336,8336,599,207,574,1034,16684,11904,449,1622,2005,8336,3475,4861,14087,0,148,0,228,6476,4331,644,521,118922,83662,15354,10407,425,16684,8846,16684,1476,36,061,004400
1047,185208,437,227,26,9,0,45,1047,771,21,174,41,437,235,202,745,0,72,0,1,336,199,46,10,120208,-666666666,872,536,17,1047,530,1047,82,36,061,004500
2619,156000,1584,1150,78,36,65,219,2619,2020,0,325,156,1584,488,1096,2190,14,51,0,51,1271,479,181,75,136919,76071,2356,1930,109,2619,1374,2619,124,36,061,004700
6660,171472,2971,1403,59,49,123,252,6660,4497,298,1267,505,2971,1030,1941,4299,20,148,29,110,1874,1084,400,319,92991,87932,5985,4019,134,6622,3161,5659,489,36,061,004800
4568,151546,2453,1744,206,65,56,244,4568,3518,70,503,403,2453,956,1497,3748,0,128,18,30,2218,697,233,184,86856,83296,4112,3352,73,4568,2138,4559,299,36,061,004900
4780,190380,2807,1386,137,69,134,195,4780,3534,89,738,143,2807,755,2052,3892,0,120,32,127,1426,1185,596,162,167813,131450,4094,3175,127,4780,2265,4715,353,36,061,005000
3349,229963,1313,554,24,13,13,179,3349,2251,197,413,275,1313,488,825,2122,0,50,5,56,771,650,413,45,121908,70032,3046,2111,125,3349,1668,2462,102,36,061,005200
4721,139891,2894,1277,69,44,88,126,4721,3451,71,757,370,2894,984,1910,4188,61,149,0,0,1572,1471,499,161,160625,82378,4335,3008,88,4698,2357,4698,366,36,061,005400
5581,230167,2064,1371,104,52,118,124,5581,2874,400,1565,498,2064,1197,867,4028,16,178,0,100,1386,568,404,1080,136346,96168,4839,3245,150,5581,3152,4956,586,36,061,005501
1933,149853,1094,763,21,0,33,95,1933,1290,41,345,225,1094,435,659,1531,0,88,50,47,705,405,125,8,221953,154405,1728,1207,59,1933,1002,1933,195,36,061,005502
4071,228750,2450,1681,225,148,0,565,4071,2038,326,401,901,2450,635,1815,3466,0,510,54,62,1070,579,472,52,193750,80341,3746,2626,119,4071,2129,4014,793,36,061,005600
2865,222237,1442,826,52,42,38,307,2865,2398,20,228,141,1442,613,829,2299,0,31,8,85,970,579,367,134,250001,89344,2543,1617,47,2865,1300,2854,168,36,061,005700
4412,221875,2354,2200,41,138,0,526,4412,2538,362,850,384,2354,651,1703,3562,22,44,0,73,1941,782,394,40,193601,107813,3894,3189,48,4412,2365,4388,576,36,061,005800
5098,163583,2356,912,0,171,196,85,5098,3762,187,659,332,2356,971,1385,3658,0,136,0,0,1483,1110,457,324,111316,71919,4814,3070,164,5098,2473,4178,233,36,061,005900
5279,206087,2354,2354,232,83,105,306,5279,3936,169,474,372,2354,1362,992,3822,14,83,18,77,1562,1104,403,300,120236,136599,4040,2874,131,5279,2571,5279,168,36,061,006000
4970,244014,2286,1175,83,28,0,203,4970,2501,267,1597,440,2286,742,1544,3103,0,7,0,57,1675,828,365,107,156458,17578,4688,2945,250,4970,2569,3583,217,36,061,006100
4303,101598,1344,1344,122,171,189,271,4303,1670,730,979,739,1344,605,739,2891,0,214,101,62,923,526,330,276,51435,52127,3805,1998,131,4142,2108,3565,719,36,061,006200
5843,176827,3379,1931,122,85,367,367,5843,4798,78,435,352,3379,850,2529,4647,0,145,6,18,1969,1486,434,206,150278,95753,5463,4036,90,5843,2807,5447,258,36,061,006300
7939,113556,4560,3265,251,33,247,1169,7939,5344,646,867,691,4560,1400,3160,6098,0,342,0,105,2933,873,710,187,130963,86280,7236,5185,75,7934,3330,7636,1416,36,061,006400
